date,new,total,recovered,average,active,hospitalised,intensive care,ventilated,dead,pcr,rat,tests,positivity,positivity_trend
2021-08-26,14.0,190.0,0.0,15.428571428571429,190.0,9.0,1.0,1.0,0.0,14.0,0.0,5707.0,0.0024471246285614,0.0036641263122284
2021-08-27,21.0,211.0,2.0,16.714285714285715,209.0,11.0,1.0,1.0,0.0,21.0,0.0,5850.0,0.0035769034236075,0.0039579493898996
2021-08-28,26.0,237.0,4.0,19.285714285714285,233.0,10.0,1.0,1.0,0.0,26.0,0.0,3528.0,0.0073157006190208,0.0048347099374773
2021-08-29,13.0,250.0,20.0,18.428571428571427,230.0,13.0,1.0,1.0,0.0,13.0,0.0,2074.0,0.0062290368950646,0.0052806989717798
2021-08-30,12.0,262.0,26.0,17.857142857142858,236.0,12.0,3.0,1.0,0.0,12.0,0.0,2096.0,0.0056925996204933,0.0055606297088452
2021-08-31,13.0,275.0,33.0,15.428571428571429,242.0,13.0,3.0,1.0,0.0,13.0,0.0,3093.0,0.0041854475209272,0.0044028300599064
2021-09-01,23.0,298.0,42.0,17.428571428571427,256.0,13.0,4.0,1.0,0.0,23.0,0.0,2097.0,0.0108490566037735,0.0057565527587783
2021-09-02,12.0,310.0,52.0,17.142857142857142,258.0,13.0,4.0,2.0,0.0,12.0,0.0,2860.0,0.0041782729805013,0.0060038596661983
2021-09-03,18.0,328.0,73.0,16.714285714285715,255.0,10.0,3.0,1.0,0.0,18.0,0.0,2726.0,0.0065597667638483,0.0064299830005184
2021-09-04,32.0,360.0,121.0,17.571428571428573,239.0,10.0,2.0,1.0,0.0,32.0,0.0,2600.0,0.0121580547112462,0.0071217478708363
2021-09-05,15.0,375.0,138.0,17.857142857142858,237.0,9.0,1.0,1.0,0.0,15.0,0.0,1629.0,0.0091240875912408,0.0075353265417186
2021-09-06,11.0,386.0,164.0,17.714285714285715,222.0,11.0,1.0,1.0,0.0,11.0,0.0,2602.0,0.004209720627631,0.0073234866855954
2021-09-07,19.0,405.0,175.0,18.571428571428573,230.0,8.0,1.0,1.0,0.0,19.0,0.0,2669.0,0.0070684523809523,0.0077353445227419
2021-09-08,20.0,425.0,194.0,18.142857142857142,231.0,10.0,2.0,1.0,0.0,20.0,0.0,3467.0,0.0057355893318038,0.0070048491981748
2021-09-09,15.0,440.0,213.0,18.571428571428573,227.0,9.0,2.0,1.0,0.0,15.0,0.0,3324.0,0.004492362982929,0.0070497191985216
2021-09-10,24.0,464.0,226.0,19.428571428571427,238.0,15.0,4.0,1.0,0.0,24.0,0.0,2239.0,0.0106053910737958,0.0076276655285141
2021-09-11,15.0,479.0,230.0,17.0,249.0,16.0,3.0,1.0,0.0,15.0,0.0,2272.0,0.0065588106689986,0.0068277735224787
2021-09-12,15.0,494.0,255.0,17.0,239.0,10.0,3.0,1.0,0.0,15.0,0.0,2245.0,0.0066371681415929,0.0064724993153862
2021-09-13,13.0,507.0,262.0,17.285714285714285,245.0,9.0,3.0,1.0,0.0,13.0,0.0,2588.0,0.0049980776624375,0.0065851217489299
2021-09-14,22.0,529.0,277.0,17.714285714285715,252.0,10.0,2.0,1.0,0.0,22.0,0.0,2737.0,0.0079739035882566,0.006714471921402
2021-09-15,13.0,542.0,299.0,16.714285714285715,243.0,7.0,1.0,1.0,0.0,13.0,0.0,3212.0,0.0040310077519379,0.0064709602671354
2021-09-16,15.0,557.0,316.0,16.714285714285715,241.0,9.0,1.0,1.0,0.0,15.0,0.0,1856.0,0.0080171031533939,0.0069744945772018
2021-09-17,30.0,587.0,342.0,17.571428571428573,245.0,8.0,1.0,1.0,0.0,30.0,0.0,2052.0,0.0144092219020172,0.0075178989812335
2021-09-18,15.0,602.0,365.0,17.571428571428573,237.0,8.0,1.0,1.0,0.0,15.0,0.0,2173.0,0.0068555758683729,0.0075602940097155
2021-09-19,17.0,619.0,377.0,17.857142857142858,242.0,8.0,2.0,1.0,0.0,17.0,0.0,2260.0,0.0074659639877031,0.0076786934163027
2021-09-20,7.0,626.0,402.0,17.0,224.0,5.0,2.0,1.0,0.0,7.0,0.0,2819.0,0.0024769992922859,0.0073185393634239
2021-09-21,16.0,642.0,415.0,16.142857142857142,227.0,10.0,2.0,2.0,0.0,16.0,0.0,2993.0,0.005317381189764,0.0069390361636392
2021-09-22,17.0,659.0,437.0,16.714285714285715,222.0,12.0,2.0,2.0,0.0,17.0,0.0,1718.0,0.0097982708933717,0.0077629308981298
2021-09-23,16.0,675.0,464.0,16.857142857142858,211.0,12.0,2.0,2.0,0.0,16.0,0.0,2725.0,0.005837285662167,0.0074515283993831
2021-09-24,19.0,694.0,477.0,15.285714285714286,217.0,12.0,3.0,2.0,0.0,19.0,0.0,3123.0,0.0060471037555697,0.0062569400927477
2021-09-25,32.0,726.0,493.0,17.714285714285715,233.0,10.0,4.0,3.0,0.0,32.0,0.0,2624.0,0.0120481927710843,0.0069987425074208
2021-09-26,25.0,751.0,511.0,18.857142857142858,240.0,10.0,4.0,3.0,0.0,25.0,0.0,2192.0,0.01127649977447,0.0075431047626732
2021-09-27,19.0,770.0,514.0,20.571428571428573,255.0,8.0,3.0,3.0,1.0,19.0,0.0,4906.0,0.0038578680203045,0.0077403717238187
2021-09-28,13.0,783.0,539.0,20.142857142857142,243.0,8.0,3.0,3.0,0.0,13.0,0.0,2260.0,0.0057193136823581,0.0077977906513321
2021-09-29,22.0,805.0,567.0,20.857142857142858,237.0,10.0,3.0,3.0,0.0,22.0,0.0,3443.0,0.0063492063492063,0.0073050671450228
2021-09-30,31.0,836.0,589.0,23.0,246.0,10.0,3.0,3.0,0.0,31.0,0.0,2177.0,0.0140398550724637,0.0084768627750652
2021-10-01,52.0,888.0,613.0,27.714285714285715,272.0,11.0,3.0,3.0,2.0,52.0,0.0,2999.0,0.0170435922648312,0.0100477897049597
2021-10-02,52.0,940.0,618.0,30.571428571428573,319.0,13.0,3.0,3.0,0.0,52.0,0.0,2923.0,0.0174789915966386,0.0108236181086103
2021-10-03,38.0,978.0,633.0,32.42857142857143,342.0,14.0,5.0,3.0,0.0,38.0,0.0,1973.0,0.018896071606166,0.0119121283702812
2021-10-04,28.0,1006.0,639.0,33.714285714285715,362.0,16.0,5.0,1.0,2.0,28.0,0.0,1902.0,0.0145077720207253,0.0134335432274841
2021-10-05,33.0,1039.0,650.0,36.57142857142857,384.0,14.0,5.0,3.0,0.0,33.0,0.0,2909.0,0.0112168592794017,0.0142189068842046
2021-10-06,28.0,1067.0,666.0,37.42857142857143,395.0,16.0,7.0,4.0,1.0,28.0,0.0,2682.0,0.0103321033210332,0.0147878921658942
2021-10-07,41.0,1108.0,695.0,38.857142857142854,407.0,15.0,7.0,6.0,0.0,41.0,0.0,3019.0,0.0133986928104575,0.0146962975570362
2021-10-08,40.0,1148.0,712.0,37.142857142857146,430.0,16.0,6.0,5.0,0.0,40.0,0.0,,,0.0143050817724037
2021-10-09,25.0,1173.0,737.0,33.285714285714285,430.0,17.0,5.0,5.0,0.0,25.0,0.0,4004.0,0.00620501365103,0.0124260854481356
2021-10-10,30.0,1203.0,764.0,32.142857142857146,433.0,15.0,6.0,5.0,0.0,30.0,0.0,2279.0,0.0129926375054136,0.0114421797646768
2021-10-11,32.0,1235.0,774.0,32.714285714285715,455.0,18.0,7.0,6.0,0.0,32.0,0.0,4266.0,0.0074453234062354,0.0102651049955952
2021-10-12,28.0,1263.0,807.0,32.0,450.0,19.0,8.0,6.0,0.0,28.0,0.0,1712.0,0.0160919540229885,0.011077620786193
2021-10-13,51.0,1314.0,834.0,35.285714285714285,474.0,16.0,8.0,5.0,0.0,51.0,0.0,2321.0,0.0215008431703204,0.0129390774277408
2021-10-14,46.0,1360.0,861.0,36.0,492.0,16.0,6.0,5.0,1.0,46.0,0.0,3430.0,0.0132336018411967,0.0129115622661974
2021-10-15,35.0,1395.0,894.0,35.285714285714285,493.0,16.0,8.0,5.0,1.0,35.0,0.0,3476.0,0.0099686698946169,0.0124911490702573
2021-10-16,20.0,1415.0,912.0,34.57142857142857,495.0,15.0,10.0,7.0,0.0,20.0,0.0,2373.0,0.0083577099874634,0.0127986771183192
2021-10-17,33.0,1448.0,954.0,35.0,486.0,16.0,9.0,6.0,0.0,33.0,0.0,1366.0,0.0235882773409578,0.0143123399519684
2021-10-18,17.0,1465.0,1016.0,32.857142857142854,441.0,17.0,9.0,8.0,0.0,17.0,0.0,1578.0,0.0106583072100313,0.014771337638225
2021-10-19,24.0,1489.0,1053.0,32.285714285714285,428.0,18.0,10.0,8.0,0.0,24.0,0.0,1803.0,0.0131362889983579,0.0143490997775634
2021-10-20,24.0,1513.0,1059.0,28.428571428571427,446.0,20.0,8.0,8.0,0.0,24.0,0.0,1895.0,0.0125065138092756,0.0130641955831285
2021-10-21,28.0,1541.0,1108.0,25.857142857142858,425.0,21.0,10.0,8.0,0.0,28.0,0.0,2048.0,0.0134874759152215,0.0131004633079892
2021-10-22,13.0,1554.0,1160.0,22.714285714285715,386.0,20.0,11.0,5.0,0.0,13.0,0.0,1217.0,0.0105691056910569,0.0131862398503377
2021-10-23,24.0,1578.0,1170.0,23.285714285714285,400.0,19.0,12.0,4.0,0.0,24.0,0.0,1445.0,0.0163376446562287,0.0143262305173042
2021-10-24,9.0,1587.0,1189.0,19.857142857142858,390.0,20.0,11.0,4.0,0.0,9.0,0.0,982.0,0.0090817356205852,0.0122538674143938
2021-10-25,9.0,1596.0,1256.0,18.714285714285715,332.0,20.0,10.0,5.0,0.0,9.0,0.0,647.0,0.0137195121951219,0.0126911824122639
2021-10-26,12.0,1608.0,1304.0,17.0,296.0,15.0,9.0,5.0,0.0,12.0,0.0,1733.0,0.0068767908309455,0.0117969683883479
2021-10-27,10.0,1618.0,1314.0,15.0,296.0,11.0,6.0,5.0,0.0,10.0,0.0,1022.0,0.0096899224806201,0.0113945981985399
2021-10-28,8.0,1626.0,1360.0,12.142857142857142,258.0,10.0,7.0,5.0,0.0,8.0,0.0,1212.0,0.0065573770491803,0.0104045840748198
2021-10-29,10.0,1636.0,1394.0,11.714285714285714,234.0,9.0,6.0,5.0,0.0,10.0,0.0,1680.0,0.0059171597633136,0.0097400203708564
2021-10-30,9.0,1645.0,1403.0,9.571428571428571,234.0,9.0,5.0,5.0,0.0,9.0,0.0,1133.0,0.0078809106830122,0.0085319155175398
2021-10-31,7.0,1652.0,1434.0,9.285714285714286,210.0,9.0,5.0,5.0,0.0,7.0,0.0,1424.0,0.0048916841369671,0.0079333367341658
2021-11-01,5.0,1657.0,1477.0,8.714285714285714,170.0,8.0,3.0,3.0,2.0,5.0,0.0,1656.0,0.0030102347983142,0.0064034399631932
2021-11-02,8.0,1665.0,1502.0,8.142857142857142,153.0,7.0,4.0,4.0,0.0,8.0,0.0,1638.0,0.0048602673147023,0.0061153651751585
2021-11-03,15.0,1680.0,1529.0,8.857142857142858,141.0,5.0,2.0,1.0,0.0,15.0,0.0,1365.0,0.0108695652173913,0.0062838855661258
2021-11-04,13.0,1693.0,1539.0,9.571428571428571,144.0,6.0,2.0,2.0,0.0,13.0,0.0,1312.0,0.0098113207547169,0.0067487346669168
2021-11-05,6.0,1699.0,1563.0,9.0,125.0,3.0,1.0,1.0,1.0,6.0,0.0,1903.0,0.003143006809848,0.006352427102136
2021-11-06,18.0,1717.0,1570.0,10.285714285714286,136.0,2.0,1.0,1.0,0.0,18.0,0.0,1123.0,0.0157756354075372,0.0074802449199252
2021-11-07,13.0,1730.0,1584.0,11.142857142857142,135.0,1.0,1.0,1.0,0.0,13.0,0.0,1147.0,0.0112068965517241,0.0083824181220334
2021-11-08,13.0,1743.0,1596.0,12.285714285714286,136.0,1.0,1.0,1.0,0.0,13.0,0.0,1476.0,0.0087306917394224,0.0091996262564774
2021-11-09,18.0,1761.0,1600.0,13.714285714285714,150.0,1.0,1.0,1.0,0.0,18.0,0.0,1570.0,0.0113350125944584,0.0101245898678711
2021-11-10,9.0,1770.0,1609.0,12.857142857142858,150.0,0.0,0.0,0.0,0.0,9.0,0.0,1910.0,0.0046899426784783,0.0092417866480264
2021-11-11,9.0,1779.0,1616.0,12.285714285714286,152.0,0.0,0.0,0.0,0.0,9.0,0.0,,,0.0091468642969114
2021-11-12,15.0,1794.0,1629.0,13.571428571428571,154.0,0.0,0.0,0.0,0.0,15.0,0.0,2673.0,0.0055803571428571,0.0095530893524129
2021-11-13,11.0,1805.0,1632.0,12.571428571428571,162.0,0.0,0.0,0.0,0.0,11.0,0.0,1988.0,0.0055027513756878,0.0078409420137713
2021-11-14,15.0,1820.0,1637.0,12.857142857142858,172.0,0.0,0.0,0.0,0.0,15.0,0.0,1954.0,0.0076180802437785,0.007242805962447
2021-11-15,10.0,1830.0,1644.0,12.428571428571429,175.0,1.0,0.0,0.0,0.0,10.0,0.0,1635.0,0.0060790273556231,0.0068008618984805
2021-11-16,12.0,1842.0,1646.0,11.571428571428571,185.0,4.0,1.0,1.0,0.0,12.0,0.0,1470.0,0.0080971659919028,0.0062612207980545
2021-11-17,6.0,1848.0,1664.0,11.142857142857142,173.0,3.0,1.0,1.0,0.0,6.0,0.0,2173.0,0.0027535566773749,0.0059384897978707
2021-11-18,25.0,1873.0,1671.0,13.428571428571429,191.0,3.0,1.0,1.0,0.0,25.0,0.0,2035.0,0.012135922330097,0.0068238373024744
2021-11-19,17.0,1890.0,1696.0,13.714285714285714,183.0,3.0,1.0,1.0,0.0,17.0,0.0,4243.0,0.0039906103286384,0.0065967306147289
2021-11-20,14.0,1904.0,1714.0,14.142857142857142,179.0,3.0,1.0,1.0,0.0,14.0,0.0,2201.0,0.0063205417607223,0.0067135578125909
2021-11-21,16.0,1920.0,1732.0,14.285714285714286,177.0,5.0,2.0,1.0,0.0,16.0,0.0,2280.0,0.0069686411149825,0.0066207807941915
2021-11-22,11.0,1931.0,1736.0,14.428571428571429,184.0,5.0,2.0,1.0,0.0,11.0,0.0,1624.0,0.0067278287461773,0.0067134667071278
2021-11-23,19.0,1950.0,1753.0,15.428571428571429,186.0,6.0,3.0,2.0,0.0,19.0,0.0,1556.0,0.012063492063492,0.0072800847173549
2021-11-24,15.0,1965.0,1766.0,16.714285714285715,188.0,6.0,3.0,2.0,0.0,15.0,0.0,3817.0,0.0039144050104384,0.0074459201935068
2021-11-25,8.0,1973.0,1785.0,14.285714285714286,177.0,7.0,3.0,3.0,0.0,8.0,0.0,2618.0,0.003046458492003,0.0061474253594934
2021-11-26,8.0,1981.0,1795.0,13.0,175.0,7.0,4.0,4.0,0.0,8.0,0.0,1715.0,0.0046430644225188,0.0062406330871906
2021-11-27,7.0,1988.0,1814.0,12.0,163.0,6.0,5.0,4.0,0.0,7.0,0.0,1679.0,0.0041518386714116,0.0059308183601462
2021-11-28,7.0,1995.0,1822.0,10.714285714285714,162.0,7.0,5.0,4.0,0.0,7.0,0.0,1397.0,0.0049857549857549,0.0056475489131137
2021-11-29,7.0,2002.0,1837.0,10.142857142857142,154.0,7.0,5.0,4.0,0.0,7.0,0.0,1521.0,0.0045811518324607,0.0053408807825827
2021-11-30,6.0,2008.0,1853.0,8.285714285714286,144.0,8.0,4.0,4.0,0.0,6.0,0.0,3040.0,0.0019697964543663,0.0038989242669933
2021-12-01,4.0,2012.0,1866.0,6.714285714285714,135.0,8.0,3.0,2.0,0.0,4.0,0.0,1682.0,0.0023724792408066,0.0036786491570459
2021-12-02,8.0,2020.0,1881.0,6.714285714285714,128.0,7.0,3.0,1.0,0.0,8.0,0.0,1747.0,0.0045584045584045,0.0038946414522462
2021-12-03,4.0,2024.0,1893.0,6.142857142857143,120.0,4.0,3.0,0.0,0.0,4.0,0.0,1227.0,0.0032493907392363,0.0036955452117772
2021-12-04,7.0,2031.0,1901.0,6.142857142857143,119.0,6.0,3.0,0.0,0.0,7.0,0.0,1334.0,0.0052199850857568,0.0038481375566837
2021-12-05,6.0,2037.0,1916.0,6.0,110.0,6.0,2.0,0.0,0.0,6.0,0.0,1292.0,0.0046224961479198,0.003796243436993
2021-12-06,6.0,2043.0,1934.0,5.857142857142857,98.0,6.0,3.0,0.0,0.0,6.0,0.0,1511.0,0.003955174686882,0.0037068181304817
2021-12-07,3.0,2046.0,1950.0,5.428571428571429,85.0,5.0,3.0,1.0,0.0,3.0,0.0,1149.0,0.0026041666666666,0.0037974424465246
2021-12-08,8.0,2054.0,1963.0,6.0,79.0,4.0,2.0,0.0,1.0,8.0,0.0,1675.0,0.0047534165181224,0.004137576343284
2021-12-09,4.0,2058.0,1970.0,5.428571428571429,76.0,5.0,2.0,0.0,0.0,4.0,0.0,1645.0,0.0024257125530624,0.0038329060568066
2021-12-10,6.0,2064.0,1979.0,5.714285714285714,73.0,5.0,2.0,0.0,0.0,6.0,0.0,1393.0,0.0042887776983559,0.0039813899081094
2021-12-11,11.0,2075.0,1987.0,6.285714285714286,76.0,5.0,2.0,0.0,0.0,11.0,0.0,2072.0,0.0052808449351896,0.0039900841723141
2021-12-12,1.0,2076.0,1994.0,5.571428571428571,70.0,4.0,2.0,0.0,0.0,1.0,0.0,1207.0,0.0008278145695364,0.0034479868039736
2021-12-13,3.0,2079.0,2004.0,5.142857142857143,63.0,4.0,2.0,0.0,0.0,3.0,0.0,1845.0,0.0016233766233766,0.0031148727949014
2021-12-14,4.0,2083.0,2011.0,5.285714285714286,60.0,4.0,1.0,0.0,0.0,4.0,0.0,1634.0,0.0024420024420024,0.0030917064770922
2021-12-15,7.0,2090.0,2017.0,5.142857142857143,61.0,3.0,1.0,0.0,0.0,7.0,0.0,2194.0,0.0031803725579282,0.0028669859113502
2021-12-16,11.0,2101.0,2028.0,6.142857142857143,61.0,3.0,1.0,0.0,0.0,11.0,0.0,2491.0,0.004396482813749,0.0031485245200197
2021-12-17,20.0,2121.0,2034.0,8.142857142857142,75.0,4.0,0.0,0.0,0.0,20.0,0.0,2152.0,0.009208103130755,0.0038512852960767
2021-12-18,18.0,2139.0,2038.0,9.142857142857142,89.0,3.0,0.0,0.0,0.0,18.0,0.0,3362.0,0.0053254437869822,0.0038576565606185
2021-12-19,18.0,2157.0,2042.0,11.571428571428571,103.0,3.0,0.0,0.0,0.0,18.0,0.0,1721.0,0.0103507763082231,0.0052180796661452
2021-12-20,13.0,2170.0,2046.0,13.0,112.0,3.0,0.0,0.0,0.0,13.0,0.0,4025.0,0.0032194155522535,0.0054460852274133
2021-12-21,16.0,2186.0,2050.0,14.714285714285714,124.0,3.0,0.0,0.0,0.0,16.0,0.0,4516.0,0.0035304501323918,0.0056015777546118
2021-12-22,58.0,2244.0,2058.0,22.0,174.0,3.0,0.0,0.0,0.0,58.0,0.0,3759.0,0.0151951794603091,0.0073179787406662
2021-12-23,85.0,2329.0,2072.0,32.57142857142857,245.0,3.0,0.0,0.0,0.0,85.0,0.0,5215.0,0.0160377358490566,0.0089810148885673
2021-12-24,102.0,2431.0,2085.0,44.285714285714285,334.0,2.0,0.0,0.0,0.0,102.0,0.0,5075.0,0.0197025304230249,0.010480218787463
2021-12-25,142.0,2573.0,2096.0,62.0,465.0,2.0,0.0,0.0,0.0,142.0,0.0,,,0.0113393479542098
2021-12-26,71.0,2644.0,2097.0,69.57142857142857,535.0,2.0,0.0,0.0,0.0,71.0,0.0,,,0.0115370622834071
2021-12-27,189.0,2833.0,2133.0,94.71428571428571,688.0,1.0,0.0,0.0,0.0,189.0,0.0,4266.0,0.0424242424242424,0.0193780276578049
2021-12-28,252.0,3085.0,2165.0,128.42857142857142,908.0,3.0,0.0,0.0,0.0,252.0,0.0,2980.0,0.0779702970297029,0.0342659970372671
2021-12-29,138.0,3223.0,2183.0,139.85714285714286,1028.0,4.0,0.0,0.0,0.0,138.0,0.0,3041.0,0.0434098773199119,0.0399089366091877
2021-12-30,253.0,3476.0,2330.0,163.85714285714286,1134.0,6.0,0.0,0.0,0.0,253.0,0.0,3996.0,0.0595434219816427,0.0486100738357049
2021-12-31,462.0,3938.0,2268.0,215.28571428571428,1658.0,6.0,0.0,0.0,0.0,462.0,0.0,4211.0,0.098865824951851,0.0644427327414702
2022-01-01,448.0,4386.0,2895.0,259.0,1479.0,9.0,0.0,0.0,0.0,448.0,0.0,3141.0,0.1248258567846196,0.0745065867486617
2022-01-02,506.0,4892.0,3053.0,321.14285714285717,1827.0,9.0,1.0,1.0,0.0,506.0,0.0,3101.0,0.1402827834765733,0.0839031862812205
2022-01-03,514.0,5406.0,3278.0,367.57142857142856,2116.0,11.0,2.0,1.0,0.0,514.0,0.0,3018.0,0.1455266138165345,0.0986320964801194
2022-01-04,926.0,6332.0,3531.0,463.85714285714283,2789.0,13.0,1.0,1.0,0.0,926.0,0.0,3485.0,0.2099297211516662,0.117483442783257
2022-01-05,810.0,7142.0,4061.0,559.8571428571429,3069.0,16.0,1.0,1.0,0.0,810.0,0.0,2683.0,0.2318923561408531,0.1444095111862486
2022-01-06,992.0,8134.0,4557.0,665.4285714285714,3565.0,20.0,2.0,2.0,0.0,992.0,0.0,2311.0,0.3003330305782621,0.1788080267000514
2022-01-07,1246.0,9380.0,4857.0,777.4285714285714,4511.0,24.0,3.0,3.0,0.0,1246.0,0.0,3347.0,0.2712823862399303,0.2034389640269198
2022-01-08,1305.0,10685.0,5732.0,899.8571428571429,4941.0,24.0,5.0,4.0,0.0,1305.0,0.0,3112.0,0.2954494000452796,0.2278137559212998
2022-01-09,1039.0,11724.0,5946.0,976.0,5766.0,27.0,4.0,4.0,0.0,1039.0,0.0,2151.0,0.325705329153605,0.2543026910180187
2022-01-10,938.0,12662.0,6969.0,1036.5714285714287,5681.0,25.0,4.0,3.0,0.0,938.0,0.0,4279.0,0.1797968180946904,0.2591984344863266
2022-01-11,1508.0,14170.0,7851.0,1119.7142857142858,6306.0,28.0,4.0,3.0,1.0,1508.0,0.0,4436.0,0.2537012113055181,0.2654515045083055
2022-01-12,1078.0,15248.0,9634.0,1158.0,5601.0,23.0,3.0,2.0,0.0,1078.0,0.0,3586.0,0.2311320754716981,0.2653428929841405
2022-01-13,1020.0,16268.0,11251.0,1162.0,5004.0,24.0,3.0,2.0,0.0,1020.0,0.0,3739.0,0.214330741752469,0.2530568517233129
2022-01-14,1125.0,17393.0,12998.0,1144.7142857142858,4382.0,27.0,3.0,3.0,0.0,885.0,240.0,4382.0,0.1680273400417695,0.2383061308378613
2022-01-15,1320.0,18713.0,15384.0,1146.857142857143,3316.0,30.0,3.0,3.0,0.0,629.0,691.0,2666.0,0.1908952959028831,0.2233698302460904
2022-01-16,1316.0,20029.0,16757.0,1186.4285714285713,3257.0,41.0,3.0,2.0,2.0,716.0,600.0,3080.0,0.1886195995785037,0.2037861545925045
2022-01-17,1601.0,21630.0,18409.0,1281.142857142857,3205.0,52.0,4.0,2.0,1.0,878.0,723.0,3080.0,0.2218292066700353,0.2097907815318395
2022-01-18,1860.0,23490.0,19888.0,1331.4285714285713,3585.0,63.0,6.0,2.0,1.0,976.0,884.0,,,0.2044352044352044
2022-01-19,1467.0,24957.0,18285.0,1387.0,6655.0,60.0,5.0,2.0,0.0,654.0,813.0,,,0.2044352044352044
2022-01-20,892.0,25849.0,21385.0,1368.7142857142858,4447.0,62.0,3.0,2.0,0.0,254.0,638.0,,,0.2044352044352044
2022-01-21,826.0,26675.0,21009.0,1326.0,5647.0,62.0,2.0,1.0,2.0,259.0,567.0,,,0.2044352044352044
2022-01-22,666.0,27341.0,21858.0,1232.5714285714287,5464.0,63.0,1.0,1.0,0.0,224.0,442.0,,,0.2044352044352044
2022-01-23,694.0,28035.0,22680.0,1143.7142857142858,5336.0,67.0,3.0,2.0,0.0,385.0,309.0,,,0.2044352044352044
2022-01-24,756.0,28791.0,23701.0,1023.0,5069.0,68.0,3.0,1.0,2.0,472.0,284.0,,,0.2044352044352044
2022-01-25,904.0,29695.0,24844.0,886.4285714285714,4829.0,67.0,3.0,1.0,1.0,546.0,358.0,,,0.2012650221378874
2022-01-26,896.0,30591.0,25824.0,804.8571428571429,4745.0,67.0,5.0,1.0,0.0,600.0,296.0,,,0.2012650221378874
2022-01-27,884.0,31475.0,26666.0,803.7142857142857,4787.0,73.0,4.0,1.0,0.0,648.0,236.0,,,0.2012650221378874
2022-01-28,734.0,32209.0,27442.0,790.5714285714286,4744.0,66.0,5.0,1.0,1.0,478.0,256.0,,,0.2012650221378874
2022-01-29,620.0,32829.0,28158.0,784.0,4648.0,61.0,5.0,1.0,0.0,438.0,182.0,,,0.2012650221378874
2022-01-30,584.0,33413.0,28921.0,768.2857142857143,4469.0,62.0,3.0,1.0,0.0,377.0,207.0,,,0.2012650221378874
2022-01-31,537.0,33950.0,29752.0,737.0,4175.0,62.0,2.0,1.0,0.0,331.0,206.0,,,0.2012650221378874
2022-02-01,522.0,34472.0,30699.0,682.4285714285714,3750.0,64.0,1.0,1.0,0.0,326.0,196.0,,,0.1527968428277282
2022-02-02,549.0,35021.0,31612.0,632.8571428571429,3386.0,61.0,1.0,1.0,0.0,352.0,197.0,,,0.1527968428277282
2022-02-03,529.0,35550.0,32344.0,582.1428571428571,3183.0,63.0,1.0,1.0,0.0,317.0,212.0,,,0.1527968428277282
2022-02-04,449.0,35999.0,33021.0,541.4285714285714,2954.0,65.0,1.0,1.0,1.0,274.0,175.0,,,0.1527968428277282
2022-02-05,372.0,36371.0,33567.0,506.0,2779.0,63.0,1.0,1.0,1.0,209.0,163.0,,,0.1527968428277282
2022-02-06,323.0,36694.0,34046.0,468.7142857142857,2623.0,60.0,2.0,1.0,0.0,180.0,143.0,,,0.1527968428277282
